3125
5
0,0,0,0,0,0.04656,0
0,0,0,0,1,0.01831,0
0,0,0,0,2,0.15948,0
0,0,0,0,3,0.61663,0
0,0,0,0,4,0.66068,0
0,0,0,1,0,0.90272,0
0,0,0,1,1,0.68830,0
0,0,0,1,2,0.79817,0
0,0,0,1,3,0.66431,0
0,0,0,1,4,0.55354,0
0,0,0,2,0,0.98202,0
0,0,0,2,1,0.31030,0
0,0,0,2,2,0.97395,0
0,0,0,2,3,0.68333,0
0,0,0,2,4,0.42238,0
0,0,0,3,0,0.62103,0
0,0,0,3,1,0.90601,0
0,0,0,3,2,0.82331,0
0,0,0,3,3,0.58526,0
0,0,0,3,4,0.00373,0
0,0,0,4,0,0.65351,0
0,0,0,4,1,0.97439,0
0,0,0,4,2,0.05494,0
0,0,0,4,3,0.63102,0
0,0,0,4,4,0.26159,0
0,0,1,0,0,0.40600,0
0,0,1,0,1,0.87483,0
0,0,1,0,2,0.14040,0
0,0,1,0,3,0.67254,0
0,0,1,0,4,0.86797,0
0,0,1,1,0,0.95624,0
0,0,1,1,1,0.28828,149
0,0,1,1,2,0.79497,0
0,0,1,1,3,0.06250,8
0,0,1,1,4,0.04064,0
0,0,1,2,0,0.22230,0
0,0,1,2,1,-1.31860,120
0,0,1,2,2,0.90295,5
0,0,1,2,3,-0.97345,9
0,0,1,2,4,-0.99697,3
0,0,1,3,0,0.62901,0
0,0,1,3,1,-1.30442,297
0,0,1,3,2,-0.58473,6
0,0,1,3,3,-0.98721,16
0,0,1,3,4,-1.20295,8
0,0,1,4,0,0.36179,0
0,0,1,4,1,-1.22898,174
0,0,1,4,2,-1.34730,5
0,0,1,4,3,-1.24109,15
0,0,1,4,4,-1.47544,9
0,0,2,0,0,0.33050,0
0,0,2,0,1,0.30999,0
0,0,2,0,2,0.67536,0
0,0,2,0,3,0.19181,0
0,0,2,0,4,0.35768,0
0,0,2,1,0,0.20102,0
0,0,2,1,1,-0.13054,2
0,0,2,1,2,-0.53601,131
0,0,2,1,3,0.11201,1
0,0,2,1,4,0.55642,0
0,0,2,2,0,-0.54258,2
0,0,2,2,1,-0.69713,10
0,0,2,2,2,-0.65329,294
0,0,2,2,3,-0.37858,2
0,0,2,2,4,0.11277,0
0,0,2,3,0,0.99255,0
0,0,2,3,1,-1.02480,15
0,0,2,3,2,-1.19385,496
0,0,2,3,3,-1.22094,18
0,0,2,3,4,0.75125,0
0,0,2,4,0,0.21603,0
0,0,2,4,1,-0.37803,3
0,0,2,4,2,-0.43574,180
0,0,2,4,3,-0.49884,2
0,0,2,4,4,-0.36600,3
0,0,3,0,0,0.50044,0
0,0,3,0,1,0.05886,0
0,0,3,0,2,0.77438,0
0,0,3,0,3,0.00019,0
0,0,3,0,4,0.15675,0
0,0,3,1,0,-0.75821,5
0,0,3,1,1,-0.89145,12
0,0,3,1,2,-1.10552,59
0,0,3,1,3,-0.42144,1
0,0,3,1,4,-0.76754,10
0,0,3,2,0,-1.13409,20
0,0,3,2,1,-1.08098,20
0,0,3,2,2,-1.06344,138
0,0,3,2,3,-1.29508,18
0,0,3,2,4,-0.06882,3
0,0,3,3,0,0.99393,40
0,0,3,3,1,-0.27951,28
0,0,3,3,2,-0.21936,270
0,0,3,3,3,-0.67635,32
0,0,3,3,4,0.21009,0
0,0,3,4,0,-0.82506,20
0,0,3,4,1,-0.79630,11
0,0,3,4,2,-1.23851,81
0,0,3,4,3,-1.05200,9
0,0,3,4,4,0.25117,0
0,0,4,0,0,0.75935,0
0,0,4,0,1,0.54282,0
0,0,4,0,2,0.11750,0
0,0,4,0,3,0.67472,0
0,0,4,0,4,0.39970,0
0,0,4,1,0,-0.03210,4
0,0,4,1,1,-0.40522,3
0,0,4,1,2,-0.16993,15
0,0,4,1,3,0.04813,0
0,0,4,1,4,-0.13655,3
0,0,4,2,0,-0.56104,5
0,0,4,2,1,-0.58378,8
0,0,4,2,2,0.22071,9
0,0,4,2,3,-0.57257,24
0,0,4,2,4,-0.56608,2
0,0,4,3,0,0.11034,11
0,0,4,3,1,-0.40441,3
0,0,4,3,2,-0.92158,14
0,0,4,3,3,2.68339,20
0,0,4,3,4,0.80484,0
0,0,4,4,0,0.16238,0
0,0,4,4,1,-0.01627,2
0,0,4,4,2,-0.09394,9
0,0,4,4,3,-0.38071,14
0,0,4,4,4,-0.15180,4
0,1,0,0,0,0.61764,0
0,1,0,0,1,0.38309,0
0,1,0,0,2,0.29922,0
0,1,0,0,3,0.42014,0
0,1,0,0,4,0.24104,0
0,1,0,1,0,-0.06027,4
0,1,0,1,1,0.46973,0
0,1,0,1,2,0.59876,0
0,1,0,1,3,0.78497,0
0,1,0,1,4,0.47392,0
0,1,0,2,0,0.24027,3
0,1,0,2,1,0.45897,0
0,1,0,2,2,0.98726,0
0,1,0,2,3,-0.19438,3
0,1,0,2,4,0.00280,0
0,1,0,3,0,0.13035,108
0,1,0,3,1,0.16342,0
0,1,0,3,2,0.74172,0
0,1,0,3,3,0.19077,0
0,1,0,3,4,0.34632,0
0,1,0,4,0,0.47864,70
0,1,0,4,1,0.49205,0
0,1,0,4,2,1.07917,3
0,1,0,4,3,0.36962,0
0,1,0,4,4,0.30485,0
0,1,1,0,0,-0.37906,8
0,1,1,0,1,0.07256,0
0,1,1,0,2,0.01667,0
0,1,1,0,3,-0.38142,8
0,1,1,0,4,0.41599,0
0,1,1,1,0,0.13353,43
0,1,1,1,1,0.67804,0
0,1,1,1,2,0.69487,0
0,1,1,1,3,0.11009,239
0,1,1,1,4,0.06319,706
0,1,1,2,0,-0.55399,60
0,1,1,2,1,-0.23868,4
