3125
5
0,0,0,0,0,0.96009,0
0,0,0,0,1,0.73493,0
0,0,0,0,2,0.10888,0
0,0,0,0,3,0.04585,0
0,0,0,0,4,0.60925,0
0,0,0,1,0,0.94287,0
0,0,0,1,1,0.12380,0
0,0,0,1,2,0.07572,0
0,0,0,1,3,0.88287,0
0,0,0,1,4,0.23007,0
0,0,0,2,0,0.39879,0
0,0,0,2,1,0.75165,0
0,0,0,2,2,0.83717,0
0,0,0,2,3,0.49030,0
0,0,0,2,4,0.34601,0
0,0,0,3,0,0.61100,0
0,0,0,3,1,0.56313,0
0,0,0,3,2,0.08207,0
0,0,0,3,3,0.35585,0
0,0,0,3,4,0.25360,0
0,0,0,4,0,0.70507,0
0,0,0,4,1,0.76762,0
0,0,0,4,2,0.15427,0
0,0,0,4,3,0.32411,0
0,0,0,4,4,0.79494,0
0,0,1,0,0,0.18104,0
0,0,1,0,1,0.75918,0
0,0,1,0,2,0.95141,0
0,0,1,0,3,0.31307,0
0,0,1,0,4,0.42548,0
0,0,1,1,0,0.21991,4
0,0,1,1,1,-1.22562,69
0,0,1,1,2,-0.99772,193
0,0,1,1,3,-1.33404,16
0,0,1,1,4,0.65952,3
0,0,1,2,0,-1.01589,11
0,0,1,2,1,-0.01949,134
0,0,1,2,2,1.26566,322
0,0,1,2,3,-0.05678,51
0,0,1,2,4,1.50445,5
0,0,1,3,0,-1.05162,12
0,0,1,3,1,-1.12709,227
0,0,1,3,2,-1.10554,712
0,0,1,3,3,-1.08617,99
0,0,1,3,4,0.97357,4
0,0,1,4,0,-0.13994,3
0,0,1,4,1,-0.88515,136
0,0,1,4,2,-1.16153,403
0,0,1,4,3,-1.30223,42
0,0,1,4,4,-0.35107,1
0,0,2,0,0,0.44795,0
0,0,2,0,1,0.48042,0
0,0,2,0,2,0.98469,0
0,0,2,0,3,0.79698,0
0,0,2,0,4,0.31419,0
0,0,2,1,0,-0.74097,10
0,0,2,1,1,-1.14797,98
0,0,2,1,2,-1.03737,318
0,0,2,1,3,0.79677,0
0,0,2,1,4,-0.43194,9
0,0,2,2,0,-0.90154,15
0,0,2,2,1,-1.05539,219
0,0,2,2,2,-1.28487,583
0,0,2,2,3,0.41234,21
0,0,2,2,4,-1.01061,23
0,0,2,3,0,-0.41062,9
0,0,2,3,1,-1.07752,285
0,0,2,3,2,-1.22263,925
0,0,2,3,3,-0.81414,33
0,0,2,3,4,-0.04973,31
0,0,2,4,0,-0.18026,5
0,0,2,4,1,-1.18538,96
0,0,2,4,2,-1.21084,344
0,0,2,4,3,-1.06538,10
0,0,2,4,4,-0.31467,2
0,0,3,0,0,0.03891,0
0,0,3,0,1,0.69247,0
0,0,3,0,2,0.35170,0
0,0,3,0,3,0.28179,0
0,0,3,0,4,0.32888,0
0,0,3,1,0,-1.05096,12
0,0,3,1,1,-1.01621,109
0,0,3,1,2,-1.12293,15
0,0,3,1,3,-0.82429,16
0,0,3,1,4,-0.98145,10
0,0,3,2,0,-0.56421,79
0,0,3,2,1,-1.32938,339
0,0,3,2,2,-1.18909,15
0,0,3,2,3,-0.89750,24
0,0,3,2,4,-0.80819,64
0,0,3,3,0,-1.11796,185
0,0,3,3,1,-1.39600,520
0,0,3,3,2,-1.36203,31
