3125
5
0,0,0,0,0,0.80164,0
0,0,0,0,1,0.11916,0
0,0,0,0,2,0.28347,0
0,0,0,0,3,0.29660,0
0,0,0,0,4,0.09600,0
0,0,0,1,0,0.52203,0
0,0,0,1,1,0.10107,0
0,0,0,1,2,0.60867,0
0,0,0,1,3,0.29429,0
0,0,0,1,4,0.18096,0
0,0,0,2,0,0.57502,0
0,0,0,2,1,0.23640,0
0,0,0,2,2,0.22289,0
0,0,0,2,3,0.94621,0
0,0,0,2,4,0.95329,0
0,0,0,3,0,0.80939,0
0,0,0,3,1,0.06009,0
0,0,0,3,2,0.96088,0
0,0,0,3,3,0.30231,0
0,0,0,3,4,0.36351,0
0,0,0,4,0,0.58164,0
0,0,0,4,1,0.08655,0
0,0,0,4,2,0.27642,0
0,0,0,4,3,0.77078,0
0,0,0,4,4,0.23122,0
0,0,1,0,0,0.40954,0
0,0,1,0,1,0.69076,0
0,0,1,0,2,0.52269,0
0,0,1,0,3,0.95661,0
0,0,1,0,4,0.78080,0
0,0,1,1,0,0.73186,0
0,0,1,1,1,0.19344,42
0,0,1,1,2,0.49362,5
0,0,1,1,3,0.22600,229
0,0,1,1,4,0.04332,0
0,0,1,2,0,-0.18134,5
0,0,1,2,1,-0.78780,90
0,0,1,2,2,-0.35550,9
0,0,1,2,3,-1.05077,741
0,0,1,2,4,0.03983,0
0,0,1,3,0,0.33267,0
0,0,1,3,1,-0.52355,142
0,0,1,3,2,-1.14688,15
0,0,1,3,3,-1.15931,1235
0,0,1,3,4,-0.66274,2
0,0,1,4,0,0.42843,0
0,0,1,4,1,-0.15695,62
0,0,1,4,2,-0.15329,2
0,0,1,4,3,-1.21048,434
0,0,1,4,4,0.37960,5
0,0,2,0,0,0.58619,0
0,0,2,0,1,0.14082,0
0,0,2,0,2,0.50975,0
0,0,2,0,3,0.51814,0
0,0,2,0,4,0.96650,0
0,0,2,1,0,0.02603,1
0,0,2,1,1,-1.61959,38
0,0,2,1,2,-0.93653,4
0,0,2,1,3,-1.20786,38
0,0,2,1,4,-0.73071,147
0,0,2,2,0,-0.28524,5
0,0,2,2,1,-0.25504,103
0,0,2,2,2,-1.13684,6
0,0,2,2,3,0.15232,54
0,0,2,2,4,-0.15965,407
0,0,2,3,0,1.32992,15
0,0,2,3,1,-1.06171,172
0,0,2,3,2,-0.81963,12
0,0,2,3,3,0.73568,119
0,0,2,3,4,-0.04037,618
0,0,2,4,0,-0.48884,7
0,0,2,4,1,-1.20634,62
0,0,2,4,2,0.41066,0
0,0,2,4,3,-1.26806,41
0,0,2,4,4,-0.37159,167
0,0,3,0,0,0.55732,0
0,0,3,0,1,0.15097,0
0,0,3,0,2,0.30510,0
0,0,3,0,3,0.64110,0
0,0,3,0,4,0.22140,0
0,0,3,1,0,-1.35825,11
0,0,3,1,1,-1.12554,12
0,0,3,1,2,-0.76852,9
0,0,3,1,3,-1.19555,54
0,0,3,1,4,-1.14152,17
0,0,3,2,0,0.32520,25
0,0,3,2,1,-0.38909,73
0,0,3,2,2,-1.18373,40
0,0,3,2,3,-1.15593,107
0,0,3,2,4,1.51610,5
0,0,3,3,0,-1.36240,35
0,0,3,3,1,-1.08734,69
0,0,3,3,2,-0.94103,52
0,0,3,3,3,-1.12014,265
0,0,3,3,4,-0.91907,8
0,0,3,4,0,-1.35445,21
0,0,3,4,1,-1.06145,24
0,0,3,4,2,-1.35561,28
0,0,3,4,3,-1.23630,82
0,0,3,4,4,-0.00100,1
0,0,4,0,0,0.45155,0
0,0,4,0,1,0.73463,0
0,0,4,0,2,0.42092,0
0,0,4,0,3,0.65369,0
0,0,4,0,4,0.29210,0
0,0,4,1,0,-0.76931,12
0,0,4,1,1,-0.76271,12
0,0,4,1,2,-0.86410,8
0,0,4,1,3,-0.70871,11
0,0,4,1,4,-0.74664,3
0,0,4,2,0,-1.14846,19
0,0,4,2,1,-1.21762,23
0,0,4,2,2,-1.14432,58
0,0,4,2,3,-1.03105,16
0,0,4,2,4,0.88887,15
0,0,4,3,0,-1.07327,24
0,0,4,3,1,-0.97468,44
0,0,4,3,2,-1.05919,64
0,0,4,3,3,-0.93102,67
0,0,4,3,4,-1.11946,18
0,0,4,4,0,0.55918,1
0,0,4,4,1,-0.69418,7
0,0,4,4,2,-0.84082,77
0,0,4,4,3,-0.62016,28
0,0,4,4,4,-0.70380,13
0,1,0,0,0,-0.75630,12
0,1,0,0,1,-0.67275,12
0,1,0,0,2,-0.67274,12
0,1,0,0,3,-0.90223,13
0,1,0,0,4,-0.79635,9
0,1,0,1,0,0.09969,0
0,1,0,1,1,0.95370,0
